Accession,Kingdom,Ncbi.Phylum,Ncbi.Class,Ncbi.Order,Ncbi.Family,Ncbi.Genus,Ncbi.Species,Strain,Checkm_completeness,Checkm_contamination,Genome_size,Exo_amylase,Endo_amylase,Exo_cellulase,Endo_cellulase,Exo_hemicellulose,Endo_hemicellulose,Exo_chitosanase,Endo_chitosanase,Ligninase,TEA_Oxygen,TEA_Nitrate,TEA_Sulfite
GCA_024808355.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber SP2519,96.51,1.16,3793010,0,1,1,0,0,0,3,1,0,2,0,0
GCA_024808095.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber SP3049,97.09,2.33,4327067,0,1,1,0,0,0,3,1,0,2,0,0
GCA_024809575.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber SP3059,96.51,1.16,3537737,0,1,0,0,0,0,2,1,0,2,0,0
GCA_024809315.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber 01.21;0,96.51,2.09,3807489,0,1,1,0,0,0,2,1,0,2,0,0
GCA_024807355.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber 1.11;0,96.51,1.74,3891561,0,1,0,0,0,0,2,1,0,2,0,0
GCA_024808175.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber SP2016A,96.51,1.45,3924475,0,1,0,0,0,0,3,0,0,2,0,0
GCA_024806525.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber SP3057,96.51,1.74,4013232,0,1,2,0,0,0,1,1,0,2,0,0
GCA_024808855.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber SP3048,96.51,1.45,3868330,0,1,0,0,0,0,3,1,0,2,0,0
GCA_024806755.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber 1.107,96.51,1.74,3892012,0,1,0,0,0,0,2,1,0,2,0,0
GCA_024806915.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber SP3008,96.51,1.16,3856190,0,1,1,0,0,0,3,1,0,2,0,0
GCA_024807095.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber SP3021B,96.51,1.16,3856287,0,1,0,0,0,0,3,0,0,2,0,0
GCA_024809615.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber SP3022,96.51,1.74,3878368,0,1,1,0,0,0,3,1,0,2,0,0
GCA_024809675.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber SP3027,96.51,1.74,3926215,0,1,1,0,0,0,1,1,0,2,0,0
GCA_024808215.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber SP2032,96.51,1.74,4155667,0,1,1,0,0,0,2,1,0,2,0,0
GCA_014197155.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber SD01,96.51,1.74,3864598,0,1,1,0,0,0,3,1,0,2,0,0
GCA_000013045.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber M31;DSM 13855,96.51,1.16,3587328,0,1,1,0,0,0,2,1,0,2,0,0
GCA_024809725.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber SP3021A,96.51,1.16,3967941,0,1,1,0,0,0,3,1,0,2,0,0
GCA_024808395.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber SP3037,96.51,1.16,3730625,0,1,1,0,0,0,3,1,0,2,0,0
GCA_024809535.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber SD09,96.51,1.74,3876766,0,1,0,0,0,0,3,0,0,2,0,0
GCA_024808975.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber SP2011,96.51,1.16,3846207,0,1,1,0,0,0,3,1,0,2,0,0
GCA_024808315.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber SP2502,96.51,2.91,3885236,0,1,0,0,0,0,2,1,0,2,0,0
GCA_024806695.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber SP3044,96.51,1.74,4100801,0,1,1,0,0,0,2,1,0,2,0,0
GCA_024807525.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber SP3023,96.51,1.16,3839615,0,1,1,0,0,0,2,1,0,2,0,0
GCA_024807175.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber SD06,96.51,1.16,3873066,0,1,1,0,0,0,3,1,0,2,0,0
GCA_024809755.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber SP2509,96.51,1.16,3803391,0,1,0,0,0,0,1,0,0,2,0,0
GCA_024808275.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber SP3052,96.51,1.74,3921437,0,1,0,0,0,0,2,0,0,2,0,0
GCA_024809545.1,Bacteria,Bacteroidota_A,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinibacter,Salinibacter ruber,Salinibacter ruber SP3060,97.09,2.33,4326913,0,1,1,0,0,0,3,1,0,2,0,0
GCA_029854355.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae NWU_5,100,0.86,5371745,0,2,1,1,1,0,1,1,0,0,5,0
GCA_016030095.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae CCUG30040,100,4.29,5212529,0,2,1,1,1,0,1,1,0,0,5,0
GCA_003324895.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae SA20051472,99.54,0.88,6294469,0,2,1,1,1,0,1,1,0,0,5,0
GCA_001832645.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae CFSAN045038,100,0.69,5347873,0,2,1,1,1,0,1,1,0,0,5,0
GCA_000487635.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae 01-0170,97.16,3.49,5288900,0,2,1,1,1,0,1,0,0,0,5,0
GCA_003324755.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae SA20121591,100,0.95,5482544,0,2,1,1,1,0,1,1,0,0,5,0
GCA_001832405.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae CFSAN044987,100,0.49,5118153,0,2,1,1,1,0,1,1,0,0,5,0
GCA_013162305.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae 2015K-1072,99.87,0.65,4852711,0,2,1,1,1,0,1,1,0,0,5,0
GCA_003052425.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae CFSAN058493,99.94,0.94,5600732,0,2,1,1,1,0,1,1,0,0,5,0
GCA_003068145.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae CFSAN058540,100,0.64,5212792,0,2,1,1,1,0,1,1,0,0,5,0
GCA_002234475.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae ST114,100,0.04,4719375,0,1,1,1,1,0,1,1,0,0,9,0
GCA_040797945.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae C26,99.26,0.61,5107498,0,2,1,1,1,0,1,1,0,0,5,0
GCA_005280635.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae 1569,100,0.6,4794639,0,2,1,1,1,0,1,1,0,0,5,0
GCA_002107575.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae NY_FSL S10-1628,100,0.54,4843877,0,2,1,1,1,0,1,1,0,0,5,0
GCA_001834335.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae CFSAN045023,100,0.49,5100271,0,2,1,1,1,0,1,1,0,0,5,0
GCA_030929875.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae G77,100,0.07,4733809,0,1,1,1,1,0,1,1,0,0,9,0
GCA_002794415.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae HZS154,100,0.6,5087369,0,2,1,1,1,0,1,1,0,0,5,0
GCA_022509945.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae S21_0833,100,1,5921031,0,2,1,1,1,0,1,1,0,0,5,0
GCA_004126495.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae 16-SA00356,100,0.6,4875335,0,2,1,1,1,0,1,1,0,0,5,0
GCA_900478225.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae NCTC10310,100,0.07,4883767,0,1,1,1,1,0,1,1,0,0,9,0
GCA_003668815.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae SBO27,100,0.7,5044599,0,2,1,1,1,0,1,1,0,0,5,0
GCA_001832255.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae CFSAN044923,100,0.49,5173570,0,2,1,1,1,0,1,1,0,0,5,0
GCA_022095335.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae N21-2131,100,0.72,5034203,0,2,1,1,1,0,1,1,0,0,5,0
GCA_003068625.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae CFSAN058490,100,0.64,5153610,0,2,1,1,1,0,1,1,0,0,5,0
GCA_030506565.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae S499V,100,1.59,5304916,0,2,1,1,1,0,1,1,0,0,5,0
GCA_016623565.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae 2018-3-200,99.85,0.57,4704384,0,2,1,1,1,0,1,1,0,0,5,0
GCA_003068465.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae CFSAN058502,100,0.49,5031469,0,2,1,1,1,0,1,1,0,0,5,0
GCA_001831555.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae CFSAN044865,100,0.49,5084052,0,2,1,1,1,0,1,1,0,0,5,0
GCA_013328855.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae 14-SA00836-0,100,0.6,4875020,0,2,1,1,1,0,1,1,0,0,5,0
GCA_002106495.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae NY_FSL S10-1447,100,0.39,4841569,0,2,1,1,1,0,1,1,0,0,5,0
GCA_013161625.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae 2011K-1440,100,0.24,4888815,0,1,1,1,1,0,1,1,0,0,9,0
GCA_900635675.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae NCTC10047,95.56,1.22,4930903,0,1,1,1,1,0,0,1,0,0,3,0
GCA_003994675.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae RSE42,100,0.07,4861251,0,1,1,1,1,0,1,1,0,0,9,0
GCA_003325215.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae SA20021456,100,0.73,5700547,0,2,1,1,1,0,1,1,0,0,5,0
GCA_022510005.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae S21_1654,100,0.89,5984163,0,2,1,1,1,0,1,1,0,0,5,0
GCA_008692785.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae CCUG 30040T,100,0.44,4929727,0,2,1,1,1,0,1,1,0,0,5,0
GCA_003064325.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella diarizonae,Salmonella diarizonae CFSAN058610,100,0.9,5682445,0,2,1,1,1,0,1,0,0,0,5,0
GCA_001361855.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica Gen-0002,100,0.22,4826829,0,2,1,1,1,0,1,1,0,0,8,0
GCA_003199875.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica CFSAN024317,100,0.04,4824930,0,2,1,1,1,0,1,1,0,0,9,0
GCA_037480855.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica 19ESS0571,100,0.2,4949370,0,2,1,1,1,0,1,1,0,0,8,0
GCA_001357475.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica 06-1513,100,0.07,4908986,0,2,1,1,1,0,1,1,0,0,8,0
GCA_012028365.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica Sal-4478,100,0.77,4680099,0,2,1,1,1,0,1,1,0,0,9,0
GCA_001271795.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica CVM N46843,100,0.24,4985206,0,1,1,1,1,0,1,1,0,0,9,0
GCA_000171315.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica SL486,99.16,0.09,4728232,0,2,1,1,1,0,1,1,0,0,9,0
GCA_018915765.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica 884 A,100,0.11,4907776,0,2,1,1,1,0,1,1,0,0,9,0
GCA_001103005.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica ERL10504,99.15,0.04,4720072,0,1,1,1,1,0,1,1,0,0,8,0
GCA_001305815.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica RM1984,100,0.04,4708710,0,2,1,1,1,0,1,1,0,0,9,0
GCA_001834045.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica CFSAN044990,100,0.7,5108696,0,2,1,1,1,0,1,1,0,0,8,0
GCA_031001295.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica 17-SA01499-0,100,0.04,4767786,0,2,1,1,1,0,1,1,0,0,9,0
GCA_015024865.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica 5733,100,0.11,4927190,0,2,1,1,1,0,1,1,0,0,9,0
GCA_034423655.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica SEBC65B,100,0.04,4671779,0,2,1,1,1,0,1,1,0,0,9,0
GCA_004324245.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica SJTUF10648,100,0.11,5246549,0,2,1,1,1,0,1,1,0,0,9,0
GCA_001083185.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica 2006-024861,100,0.07,4932763,0,2,1,1,1,0,1,1,0,0,8,0
GCA_040822475.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica N22-2793,100,0.04,4813007,0,2,1,1,1,0,1,1,0,0,9,0
GCA_004291855.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica sg_13311,100,0.07,4785949,0,2,1,1,1,0,1,1,0,0,9,0
GCA_900475825.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica NCTC5740,100,0.04,4707477,0,2,1,1,1,0,1,1,0,0,9,0
GCA_001756205.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica CFSAN008087,99.53,0.51,4737206,0,2,1,1,1,0,1,1,0,0,8,0
GCA_001478905.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica CVM N30663,99.94,0.19,5018044,0,2,1,1,1,0,1,1,0,0,9,0
GCA_001364995.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica dty1-80,100,0.07,5028837,0,2,1,1,1,0,1,1,0,0,8,0
GCA_000626195.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica EC20120008,100,0.11,4711924,0,2,1,1,1,0,1,1,0,0,9,0
GCA_001145485.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica 16599,100,0.07,4971431,0,2,1,1,1,0,1,1,0,0,8,0
GCA_039777535.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica CIP54.115,100,0.33,4690401,0,2,1,1,1,0,1,1,0,0,9,0
GCA_000484015.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica SARA61,100,0.04,4722759,0,2,1,1,1,0,1,1,0,0,9,0
GCA_023007035.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica N16-1047,100,0.04,4791465,0,2,1,1,1,0,1,1,0,0,9,0
GCA_001367835.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica as118,99.99,0.07,5029938,0,2,1,1,1,0,1,1,0,0,8,0
GCA_940676715.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica 19_85,100,0.33,5019409,0,2,1,1,1,0,1,1,0,0,9,0
GCA_000280295.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica 639672-50,100,0.04,4698120,0,2,1,1,1,0,1,1,0,0,9,0
GCA_001214765.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica V74,100,0.37,4974021,0,2,1,1,1,0,1,1,0,0,9,0
GCA_000329225.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica CDC_2010K_1018,100,0.04,4693987,0,2,1,1,1,0,1,1,0,0,9,0
GCA_037792245.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica Z1322PSL0028,98.21,0.83,5054127,0,1,1,0,0,0,0,1,0,0,6,0
GCA_021066675.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica C4140,91.47,0.04,4355428,0,2,1,1,0,0,0,1,0,0,9,0
GCA_001478065.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica CVM N30696,100,0.28,5020893,0,2,1,1,1,0,1,1,0,0,9,0
GCA_001115685.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica CC_97,99.44,0.04,4722001,0,2,1,1,1,0,1,1,0,0,8,0
GCA_016454605.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica CVM 20762,100,0.04,5015052,0,2,1,1,1,0,1,1,0,0,9,0
GCA_030501955.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica A052,100,0.23,4954455,0,2,1,1,1,0,1,1,0,0,9,0
GCA_002266095.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica CFSAN059890,100,0.04,4637247,0,2,1,1,1,0,1,1,0,0,9,0
GCA_021066995.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica B480,97.35,0.97,4334994,0,2,1,1,1,0,1,0,0,0,9,0
GCA_020138395.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens CPLi 6-1,100,0,3508113,0,0,0,0,2,0,6,0,0,0,0,0
GCA_034421175.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens x34,100,0,3048564,0,0,0,0,1,0,5,0,0,0,0,0
GCA_022767645.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens SUG152,95.65,0.2,3357018,0,0,0,0,1,0,6,0,0,0,0,0
GCA_032517885.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens N5_268_030G1_dasN5_268_030G1_concoct_13,100,0.13,2988742,0,0,0,0,1,0,4,0,0,0,0,0
GCA_003181795.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens 98.78718-2,99.96,0,3608029,0,0,0,0,2,0,4,2,0,0,0,0
GCA_003181735.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens FC2,100,0,3486930,0,0,0,0,2,0,3,2,0,0,0,0
GCA_037524795.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens Z1322HCP0002,100,0.07,3460720,0,0,0,0,2,0,4,0,0,0,0,0
GCA_032573055.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens N4_005_000G1_dasN4_005_000G1_concoct_7,96.97,0.81,3538079,0,0,0,0,2,0,5,0,0,0,0,0
GCA_034421635.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens v7,100,0,3253802,0,0,0,0,2,0,5,0,0,0,0,0
GCA_000013285.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens ATCC 13124,99.19,0,3256683,0,0,0,0,1,0,4,0,0,0,0,0
GCA_006409095.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens JS2202,99.19,0,3308485,0,0,0,0,2,0,4,1,0,0,0,0
