ncbi_genbank_assembly_accession,Checkm_completenes,Checkm_contamination,Silva.Kingdom,Silva.Phylum,Silva.Class,Silva.Order,Silva.Family,Silva.Genus,Silva.Species,Ncbi.Species,Strain,Exo_amylase,Endo_amylase,Exo_cellulase,Endo_cellulase,Exo_hemicellulose,Endo_hemicellulose,Exo_chitosanase,Endo_chitosanase,Ligninase,TEA_Oxygen,TEA_Nitrate,TEA_Sulfite
GCA_002564805.1,99.18,0.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS081512,0,1,0,0,0,0,0,1,0,2,3,0
GCA_005217435.1,99.18,0.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus I147,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002562925.1,99.18,0.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS029513,0,1,0,0,0,0,0,1,0,2,3,0
GCA_015845205.1,99.18,0.15,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus G25-94,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002552485.1,99.18,0.15,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS093833,0,1,0,0,0,0,0,1,0,2,3,0
GCA_029478695.1,99.18,0.15,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus SIBC13,0,1,0,0,0,0,0,1,0,2,3,0
GCA_027920485.1,99.18,0.16,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus PL22-16A,0,1,0,0,0,0,0,1,0,2,2,0
GCA_002576465.1,99.18,0.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS043359,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002561965.1,99.18,0.18,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS015304,0,1,0,0,0,0,0,1,0,2,3,0
GCA_025630945.1,99.18,0.2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus SRCM116115,0,1,0,0,0,0,0,1,0,2,3,0
GCA_040716435.1,99.18,0.2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus RHF3.1-21,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002568015.1,99.18,0.2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS065770,0,1,0,0,0,0,0,1,0,2,3,0
GCA_028548285.1,99.18,0.2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus SRCM125194,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002570425.1,99.18,0.2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS062641,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002565575.1,99.18,0.2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS081367,0,1,0,0,0,0,0,1,0,2,3,0
GCA_025502485.1,99.18,0.2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus SRCM116293,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002560265.1,99.18,0.2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS024629,0,1,0,0,0,0,0,1,0,2,3,0
GCA_034387835.1,99.18,0.21,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus TH39-1LC,0,1,0,0,0,0,0,1,0,2,3,0
GCA_001816185.2,99.18,0.22,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus RZ2MS9,0,1,0,0,0,0,0,1,0,2,3,0
GCA_030064245.1,99.18,0.24,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus IBA1,0,1,0,0,0,1,0,1,0,2,3,0
GCA_002571185.1,99.18,0.26,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS060282,0,1,0,0,0,0,0,1,0,2,3,0
GCA_029478855.1,99.18,0.26,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus SIBC61A,0,1,0,0,0,1,0,1,0,2,3,0
GCA_018499925.1,99.18,0.26,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus BC_1,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002566605.1,99.18,0.28,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS077000,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002575275.1,99.18,0.28,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS052902,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002562125.1,99.18,0.29,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS010831,0,1,0,0,0,0,0,1,0,2,3,0
GCA_040716445.1,99.18,0.31,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus RHF5.1-15,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002568135.1,99.18,0.31,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS064200,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002564695.1,99.18,0.31,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS084075,0,1,0,0,0,0,0,1,0,2,3,0
GCA_003586605.1,99.18,0.31,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus MRIK1,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002561745.1,99.18,0.31,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS019647,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002567415.1,99.18,0.31,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS070964,0,1,0,0,0,0,0,1,0,2,3,0
GCA_020686385.1,99.18,0.31,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus IZSPB_BC561A,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002568565.1,99.18,0.31,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS065496,0,1,0,0,0,0,0,1,0,2,3,0
GCA_006370265.1,99.18,0.31,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus SN4-3,0,1,0,0,0,0,0,1,0,2,3,0
GCA_028550565.1,99.18,0.31,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus SRCM125016,0,1,0,0,0,0,0,0,0,2,3,0
GCA_002560715.1,99.18,0.31,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS022438,0,1,0,0,0,0,0,1,0,2,3,0
GCA_006349715.2,99.18,0.31,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus A22,0,1,0,0,0,0,0,1,0,2,3,0
GCA_040268315.1,99.18,0.31,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus NBNZ-2162,0,1,0,0,0,1,0,1,0,2,3,0
GCA_002565685.1,99.18,0.31,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS080002,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002565505.1,99.18,0.31,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS082683,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002504205.1,99.18,0.32,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus BHU1,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002567915.1,99.18,0.32,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS066501,0,1,0,0,0,0,0,1,0,2,3,0
GCA_036961665.1,99.18,0.32,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus H7,0,1,0,0,0,0,0,1,0,2,3,0
GCA_000743815.1,99.18,0.33,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus ATCC 10876,0,1,0,0,0,0,0,1,0,2,3,0
GCA_900445375.1,99.18,0.33,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus NCTC7464,0,1,0,0,0,0,0,1,0,2,3,0
GCA_034399135.1,99.18,0.34,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus BY124LC,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002550515.1,99.18,0.34,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS095548,0,1,0,0,0,0,0,1,0,2,3,0
GCA_012395385.1,99.18,0.34,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus P2,0,1,0,0,0,0,0,1,0,2,3,0
GCA_034398835.1,99.18,0.35,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus TH163-2LC,0,1,0,0,0,1,0,1,0,2,3,0
GCA_002559055.1,99.18,0.35,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS001977,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002558085.1,99.18,0.35,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS011950,0,1,0,0,0,0,0,1,0,2,3,0
GCA_030219985.1,99.18,0.37,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus Mi106 D2 head1 chi,0,1,0,0,0,0,0,1,0,2,3,0
GCA_029479355.1,99.18,0.37,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus SIBC43,0,1,0,0,0,0,0,1,0,2,3,0
GCA_009646515.1,99.18,0.38,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus 4S2,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002559355.1,99.18,0.39,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS002102,0,1,0,0,0,0,0,1,0,2,3,0
GCA_030062235.1,99.18,0.39,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus 2D2-5,0,1,0,0,0,0,0,1,0,2,3,0
GCA_036408805.1,99.18,0.39,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus GR3,0,1,0,0,0,0,0,1,0,2,3,0
GCA_000831065.1,99.18,0.39,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus wang,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002564835.1,99.18,0.41,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS081153,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002558245.1,99.18,0.41,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS011918,0,1,0,0,0,0,0,1,0,2,3,0
GCA_008368795.1,99.18,0.41,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus BF2-3,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002557925.1,99.18,0.43,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS013997,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002561255.1,99.18,0.46,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS017068,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002565565.1,99.18,0.46,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS081469,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002570545.1,99.18,0.48,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS061148,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002559765.1,99.18,0.49,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS028292,0,1,0,0,0,0,0,1,0,2,3,0
GCA_041360755.1,99.18,0.49,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus RCC_6_1,0,1,0,0,0,0,0,1,0,2,3,0
GCA_034399215.1,99.18,0.49,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus BY118LC,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002578325.1,99.18,0.51,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS038754,0,1,0,0,0,0,0,1,0,2,3,0
GCA_029477285.1,99.18,0.51,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus SIBC22,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002569825.1,99.18,0.51,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS075408,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002575795.1,99.18,0.51,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS048966,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002559435.1,99.18,0.51,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS000937,0,1,0,0,0,0,0,1,0,2,3,0
GCA_001982855.1,99.18,0.51,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus MOD1_Bc149,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002565735.1,99.18,0.51,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS079244,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002562735.1,99.18,0.51,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS007693,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002583705.1,99.18,0.51,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS029679,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002558125.1,99.18,0.51,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS013880,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002564355.1,99.18,0.51,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS088317,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002565005.1,99.18,0.51,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS078211,0,1,0,0,0,0,0,1,0,2,3,0
GCA_040716415.1,99.18,0.54,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus RHF5.1-28,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002571255.1,99.18,0.55,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS059198,0,1,0,0,0,0,0,1,0,2,3,0
GCA_034399055.1,99.18,0.57,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus BY8-3LC,0,1,0,0,0,0,0,1,0,2,3,0
GCA_003676375.1,99.18,0.57,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus S66,0,1,0,0,0,0,0,1,0,2,3,0
GCA_022808405.1,99.18,0.57,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus LY460,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002566855.1,99.18,0.58,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS074515,0,1,0,0,0,0,0,1,0,2,3,0
GCA_017356065.1,99.18,0.59,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus T4S,0,1,0,0,0,0,0,1,0,2,3,0
GCA_009646485.1,99.18,0.6,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus 4S3,0,1,0,0,0,0,0,1,0,2,3,0
GCA_013267275.1,99.18,0.62,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus FDAARGOS_798,0,0,0,0,0,0,0,1,0,2,3,0
GCA_013267255.1,99.18,0.62,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus FDAARGOS_799,0,0,0,0,0,0,0,1,0,2,3,0
GCA_002575965.1,99.18,0.62,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS047135,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002566005.1,99.18,0.62,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS086892,0,1,0,0,0,0,0,1,0,2,3,0
GCA_035065055.1,99.18,0.62,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus DAG6,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002584675.1,99.18,0.62,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS031264,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002559945.1,99.18,0.62,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS026439,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002560075.1,99.18,0.62,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS025490,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002562335.1,99.18,0.62,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS009443,0,1,0,0,0,0,0,1,0,2,3,0
GCA_016483385.1,99.18,0.63,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus N22,0,1,0,0,0,0,0,1,0,2,3,0
GCA_009646545.1,99.18,0.63,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus 4P2,0,1,0,0,0,0,0,1,0,2,3,0
GCA_030062175.1,99.18,0.64,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus 2D3-3,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002582665.1,99.18,0.66,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS036381,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002561095.1,99.18,0.66,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS018041,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002559735.1,99.18,0.68,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS027898,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002559545.1,99.18,0.68,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS000175,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002551635.1,99.18,0.69,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS088704,0,1,0,0,0,0,0,1,0,2,3,0
GCA_038007725.1,99.18,0.7,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus FSL W8-0640,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002564585.1,99.18,0.71,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS087654,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002571165.1,99.18,0.71,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS060621,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002560525.1,99.18,0.72,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS023425,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002562085.1,99.18,0.72,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS011202,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002577465.1,99.18,0.72,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS040984,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002558285.1,99.18,0.72,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS007234,0,1,0,0,0,0,0,1,0,2,3,0
GCA_040937925.1,99.18,0.72,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus DJ29,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002561135.1,99.18,0.74,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS017700,0,1,0,0,0,0,0,1,0,2,3,0
GCA_008375355.1,99.18,0.77,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus ET31,0,1,0,0,0,1,0,1,0,2,3,0
GCA_038008475.1,99.18,0.77,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus CH_50,0,1,0,0,0,1,0,1,0,2,3,0
GCA_038005705.1,99.18,0.78,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus FSL L8-0199,0,1,0,0,0,0,0,1,0,2,3,0
GCA_003458115.1,99.18,0.78,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus ISO11,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002567535.1,99.18,0.8,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS070662,0,1,0,0,0,0,0,1,0,2,3,0
